Target Geo Id 2000,Target Geo Id2 2000,Geographical Area_x,MSA,Population 2000,Housing  units 2000,Area in square miles - Total area 2000,Area in square miles - Water area 2000,Area in square miles - Land area 2000,Density per square mile of land area - Population 2000,Density per square mile of land area - Housing  units 2000,Target Geo Id 2010,Target Geo Id2 2010,Geographical Area_y,Population 2010,Housing units 2010,Area in square miles - Total area 2010,Area in square miles - Water area 2010,Area in square miles - Land area 2010,Density per square mile of land area - Population 2010,Density per square mile of land area - Housing units 2010
,,,"Boulder, CO MSA",,,,,,,,310M100US14500,14500.0,"United States - In metropolitan statistical area - Boulder, CO MSA",294567.0,127071.0,740.37,14.08,726.29,405.6,175.0
,,,"Bowling Green, KY MSA",,,,,,,,310M100US14540,14540.0,"United States - In metropolitan statistical area - Bowling Green, KY MSA",125953.0,53690.0,855.57,11.08,844.48,149.1,63.6
,,,"Bremerton-Silverdale, WA MSA",,,,,,,,310M100US14740,14740.0,"United States - In metropolitan statistical area - Bremerton-Silverdale, WA MSA",251133.0,107367.0,565.92,170.98,394.94,635.9,271.9
,,,"Bridgeport-Stamford-Norwalk, CT MSA",,,,,,,,310M100US14860,14860.0,"United States - In metropolitan statistical area - Bridgeport-Stamford-Norwalk, CT MSA",916829.0,361221.0,836.92,212.03,624.89,1467.2,578.1
,,,"Brownsville-Harlingen, TX MSA",,,,,,,,310M100US15180,15180.0,"United States - In metropolitan statistical area - Brownsville-Harlingen, TX MSA",406220.0,141924.0,1276.46,385.54,890.92,456.0,159.3
,,,"Brunswick, GA MSA",,,,,,,,310M100US15260,15260.0,"United States - In metropolitan statistical area - Brunswick, GA MSA",112370.0,58022.0,1606.34,319.93,1286.41,87.4,45.1
,,,"Burlington, NC MSA",,,,,,,,310M100US15500,15500.0,"United States - In metropolitan statistical area - Burlington, NC MSA",151131.0,66576.0,434.74,10.79,423.94,356.5,157.0
,,,"Burlington-South Burlington, VT MSA",,,,,,,,310M100US15540,15540.0,"United States - In metropolitan statistical area - Burlington-South Burlington, VT MSA",211261.0,92358.0,1505.95,253.85,1252.1,168.7,73.8
,,,"Cape Coral-Fort Myers, FL MSA",,,,,,,,310M100US15980,15980.0,"United States - In metropolitan statistical area - Cape Coral-Fort Myers, FL MSA",618754.0,371099.0,1212.46,427.95,784.51,788.7,473.0
,,,"Cape Girardeau-Jackson, MO-IL MSA",,,,,,,,310M100US16020,16020.0,"United States - In metropolitan statistical area - Cape Girardeau-Jackson, MO-IL MSA",96275.0,42500.0,1460.12,28.17,1431.95,67.2,29.7
,,,"Carson City, NV MSA",,,,,,,,310M100US16180,16180.0,"United States - In metropolitan statistical area - Carson City, NV MSA",55274.0,23534.0,157.24,12.58,144.66,382.1,162.7
,,,"Charleston-North Charleston-Summerville, SC MSA",,,,,,,,310M100US16700,16700.0,"United States - In metropolitan statistical area - Charleston-North Charleston-Summerville, SC MSA",664607.0,298542.0,3163.04,574.86,2588.18,256.8,115.3
,,,"Chicago-Joliet-Naperville, IL-IN-WI MSA",,,,,,,,310M100US16980,16980.0,"United States - In metropolitan statistical area - Chicago-Joliet-Naperville, IL-IN-WI MSA",9461105.0,3797247.0,9578.6,2381.79,7196.81,1314.6,527.6
,,,"Chico, CA MSA",,,,,,,,310M100US17020,17020.0,"United States - In metropolitan statistical area - Chico, CA MSA",220000.0,95835.0,1677.13,40.67,1636.46,134.4,58.6
,,,"Cincinnati-Middletown, OH-KY-IN MSA",,,,,,,,310M100US17140,17140.0,"United States - In metropolitan statistical area - Cincinnati-Middletown, OH-KY-IN MSA",2130151.0,917396.0,4465.77,73.89,4391.88,485.0,208.9
,,,"Clarksville, TN-KY MSA",,,,,,,,310M100US17300,17300.0,"United States - In metropolitan statistical area - Clarksville, TN-KY MSA",273949.0,114145.0,2242.21,84.77,2157.44,127.0,52.9
,,,"Cleveland, TN MSA",,,,,,,,310M100US17420,17420.0,"United States - In metropolitan statistical area - Cleveland, TN MSA",115788.0,49386.0,773.78,10.35,763.44,151.7,64.7
,,,"Cleveland-Elyria-Mentor, OH MSA",,,,,,,,310M100US17460,17460.0,"United States - In metropolitan statistical area - Cleveland-Elyria-Mentor, OH MSA",2077240.0,955756.0,3979.42,1982.12,1997.31,1040.0,478.5
,,,"Coeur d'Alene, ID MSA",,,,,,,,310M100US17660,17660.0,"United States - In metropolitan statistical area - Coeur d'Alene, ID MSA",138494.0,63177.0,1315.62,71.5,1244.12,111.3,50.8
,,,"College Station-Bryan, TX MSA",,,,,,,,310M100US17780,17780.0,"United States - In metropolitan statistical area - College Station-Bryan, TX MSA",228660.0,95016.0,2133.4,33.25,2100.15,108.9,45.2
,,,"Columbus, IN MSA",,,,,,,,310M100US18020,18020.0,"United States - In metropolitan statistical area - Columbus, IN MSA",76794.0,33098.0,409.52,2.62,406.91,188.7,81.3
,,,"Crestview-Fort Walton Beach-Destin, FL MSA",,,,,,,,310M100US18880,18880.0,"United States - In metropolitan statistical area - Crestview-Fort Walton Beach-Destin, FL MSA",180822.0,92407.0,1082.08,151.83,930.25,194.4,99.3
,,,"Dallas-Fort Worth-Arlington, TX MSA",,,,,,,,310M100US19100,19100.0,"United States - In metropolitan statistical area - Dallas-Fort Worth-Arlington, TX MSA",6371773.0,2502075.0,9285.22,357.72,8927.5,713.7,280.3
,,,"Dalton, GA MSA",,,,,,,,310M100US19140,19140.0,"United States - In metropolitan statistical area - Dalton, GA MSA",142227.0,55878.0,637.72,2.79,634.93,224.0,88.0
,,,"Danville, IL MSA",,,,,,,,310M100US19180,19180.0,"United States - In metropolitan statistical area - Danville, IL MSA",81625.0,36318.0,901.28,2.91,898.37,90.9,40.4
,,,"Dayton, OH MSA",,,,,,,,310M100US19380,19380.0,"United States - In metropolitan statistical area - Dayton, OH MSA",841502.0,385160.0,1716.71,10.73,1705.98,493.3,225.8
,,,"Deltona-Daytona Beach-Ormond Beach, FL MSA",,,,,,,,310M100US19660,19660.0,"United States - In metropolitan statistical area - Deltona-Daytona Beach-Ormond Beach, FL MSA",494593.0,254226.0,1432.44,331.4,1101.03,449.2,230.9
,,,"Denver-Aurora-Broomfield, CO MSA",,,,,,,,310M100US19740,19740.0,"United States - In metropolitan statistical area - Denver-Aurora-Broomfield, CO MSA",2543482.0,1078837.0,8402.89,56.83,8346.06,304.8,129.3
,,,"Des Moines-West Des Moines, IA MSA",,,,,,,,310M100US19780,19780.0,"United States - In metropolitan statistical area - Des Moines-West Des Moines, IA MSA",569633.0,240203.0,2911.82,28.12,2883.7,197.5,83.3
,,,"Detroit-Warren-Livonia, MI MSA",,,,,,,,310M100US19820,19820.0,"United States - In metropolitan statistical area - Detroit-Warren-Livonia, MI MSA",4296250.0,1886537.0,4235.58,347.17,3888.4,1104.9,485.2
,,,"Duluth, MN-WI MSA",,,,,,,,310M100US20260,20260.0,"United States - In metropolitan statistical area - Duluth, MN-WI MSA",279771.0,141539.0,9214.46,801.54,8412.92,33.3,16.8
,,,"Durham-Chapel Hill, NC MSA",,,,,,,,310M100US20500,20500.0,"United States - In metropolitan statistical area - Durham-Chapel Hill, NC MSA",504357.0,222760.0,1813.2,54.76,1758.44,286.8,126.7
,,,"El Centro, CA MSA",,,,,,,,310M100US20940,20940.0,"United States - In metropolitan statistical area - El Centro, CA MSA",174528.0,56067.0,4481.72,305.12,4176.6,41.8,13.4
,,,"Elizabethtown, KY MSA",,,,,,,,310M100US21060,21060.0,"United States - In metropolitan statistical area - Elizabethtown, KY MSA",119736.0,49433.0,893.76,8.97,884.8,135.3,55.9
,,,"Evansville, IN-KY MSA",,,,,,,,310M100US21780,21780.0,"United States - In metropolitan statistical area - Evansville, IN-KY MSA",358676.0,159314.0,2347.81,63.85,2283.96,157.0,69.8
,,,"Fairbanks, AK MSA",,,,,,,,310M100US21820,21820.0,"United States - In metropolitan statistical area - Fairbanks, AK MSA",97581.0,41783.0,7443.69,105.48,7338.21,13.3,5.7
,,,"Fargo, ND-MN MSA",,,,,,,,310M100US22020,22020.0,"United States - In metropolitan statistical area - Fargo, ND-MN MSA",208777.0,91897.0,2820.55,10.24,2810.3,74.3,32.7
,,,"Farmington, NM MSA",,,,,,,,310M100US22140,22140.0,"United States - In metropolitan statistical area - Farmington, NM MSA",130044.0,49341.0,5538.42,25.36,5513.07,23.6,8.9
,,,"Fayetteville-Springdale-Rogers, AR-MO MSA",,,,,,,,310M100US22220,22220.0,"United States - In metropolitan statistical area - Fayetteville-Springdale-Rogers, AR-MO MSA",463204.0,198298.0,3213.08,50.02,3163.06,146.4,62.7
,,,"Flagstaff, AZ MSA",,,,,,,,310M100US22380,22380.0,"United States - In metropolitan statistical area - Flagstaff, AZ MSA",134421.0,63321.0,18661.34,42.46,18618.89,7.2,3.4
,,,"Florence-Muscle Shoals, AL MSA",,,,,,,,310M100US22520,22520.0,"United States - In metropolitan statistical area - Florence-Muscle Shoals, AL MSA",147137.0,69549.0,1343.12,82.8,1260.32,116.7,55.2
,,,"Fond du Lac, WI MSA",,,,,,,,310M100US22540,22540.0,"United States - In metropolitan statistical area - Fond du Lac, WI MSA",101633.0,43910.0,765.84,46.29,719.55,141.2,61.0
,,,"Gainesville, GA MSA",,,,,,,,310M100US23580,23580.0,"United States - In metropolitan statistical area - Gainesville, GA MSA",179684.0,68825.0,429.29,36.51,392.78,457.5,175.2
,,,"Grand Rapids-Wyoming, MI MSA",,,,,,,,310M100US24340,24340.0,"United States - In metropolitan statistical area - Grand Rapids-Wyoming, MI MSA",774160.0,323764.0,2890.72,106.17,2784.55,278.0,116.3
,,,"Greensboro-High Point, NC MSA",,,,,,,,310M100US24660,24660.0,"United States - In metropolitan statistical area - Greensboro-High Point, NC MSA",723801.0,322754.0,2019.68,25.91,1993.77,363.0,161.9
,,,"Greenville-Mauldin-Easley, SC MSA",,,,,,,,310M100US24860,24860.0,"United States - In metropolitan statistical area - Greenville-Mauldin-Easley, SC MSA",636986.0,277415.0,2030.73,35.4,1995.33,319.2,139.0
,,,"Gulfport-Biloxi, MS MSA",,,,,,,,310M100US25060,25060.0,"United States - In metropolitan statistical area - Gulfport-Biloxi, MS MSA",248820.0,114182.0,1976.75,483.52,1493.23,166.6,76.5
,,,"Hagerstown-Martinsburg, MD-WV MSA",,,,,,,,310M100US25180,25180.0,"United States - In metropolitan statistical area - Hagerstown-Martinsburg, MD-WV MSA",269140.0,115329.0,1018.51,10.52,1007.99,267.0,114.4
,,,"Hanford-Corcoran, CA MSA",,,,,,,,310M100US25260,25260.0,"United States - In metropolitan statistical area - Hanford-Corcoran, CA MSA",152982.0,43867.0,1391.53,2.11,1389.42,110.1,31.6
,,,"Harrisburg-Carlisle, PA MSA",,,,,,,,310M100US25420,25420.0,"United States - In metropolitan statistical area - Harrisburg-Carlisle, PA MSA",549475.0,240818.0,1664.02,42.07,1621.95,338.8,148.5
,,,"Harrisonburg, VA MSA",,,,,,,,310M100US25500,25500.0,"United States - In metropolitan statistical area - Harrisonburg, VA MSA",125228.0,51104.0,870.83,4.33,866.5,144.5,59.0
,,,"Hartford-West Hartford-East Hartford, CT MSA",,,,,,,,310M100US25540,25540.0,"United States - In metropolitan statistical area - Hartford-West Hartford-East Hartford, CT MSA",1212381.0,507049.0,1606.73,92.12,1514.61,800.5,334.8
,,,"Hickory-Lenoir-Morganton, NC MSA",,,,,,,,310M100US25860,25860.0,"United States - In metropolitan statistical area - Hickory-Lenoir-Morganton, NC MSA",365497.0,162613.0,1666.45,29.07,1637.38,223.2,99.3
,,,"Hinesville-Fort Stewart, GA MSA",,,,,,,,310M100US25980,25980.0,"United States - In metropolitan statistical area - Hinesville-Fort Stewart, GA MSA",77917.0,32770.0,1006.34,116.25,890.09,87.5,36.8
,,,"Holland-Grand Haven, MI MSA",,,,,,,,310M100US26100,26100.0,"United States - In metropolitan statistical area - Holland-Grand Haven, MI MSA",263801.0,102495.0,1631.41,1067.94,563.47,468.2,181.9
,,,"Hot Springs, AR MSA",,,,,,,,310M100US26300,26300.0,"United States - In metropolitan statistical area - Hot Springs, AR MSA",96024.0,50548.0,734.62,56.84,677.78,141.7,74.6
,,,"Houma-Bayou Cane-Thibodaux, LA MSA",,,,,,,,310M100US26380,26380.0,"United States - In metropolitan statistical area - Houma-Bayou Cane-Thibodaux, LA MSA",208178.0,82469.0,3556.38,1256.35,2300.03,90.5,35.9
,,,"Houston-Sugar Land-Baytown, TX MSA",,,,,,,,310M100US26420,26420.0,"United States - In metropolitan statistical area - Houston-Sugar Land-Baytown, TX MSA",5946800.0,2308205.0,10071.73,1244.24,8827.49,673.7,261.5
,,,"Idaho Falls, ID MSA",,,,,,,,310M100US26820,26820.0,"United States - In metropolitan statistical area - Idaho Falls, ID MSA",130374.0,48453.0,3006.21,46.63,2959.58,44.1,16.4
,,,"Indianapolis-Carmel, IN MSA",,,,,,,,310M100US26900,26900.0,"United States - In metropolitan statistical area - Indianapolis-Carmel, IN MSA",1756241.0,757441.0,3887.8,33.34,3854.46,455.6,196.5
,,,"Ithaca, NY MSA",,,,,,,,310M100US27060,27060.0,"United States - In metropolitan statistical area - Ithaca, NY MSA",101564.0,41674.0,491.56,16.91,474.65,214.0,87.8
,,,"Janesville, WI MSA",,,,,,,,310M100US27500,27500.0,"United States - In metropolitan statistical area - Janesville, WI MSA",160331.0,68422.0,726.11,7.96,718.14,223.3,95.3
,,,"Jefferson City, MO MSA",,,,,,,,310M100US27620,27620.0,"United States - In metropolitan statistical area - Jefferson City, MO MSA",149807.0,63555.0,2278.6,30.91,2247.7,66.6,28.3
,,,"Johnson City, TN MSA",,,,,,,,310M100US27740,27740.0,"United States - In metropolitan statistical area - Johnson City, TN MSA",198716.0,93830.0,863.93,10.09,853.83,232.7,109.9
,,,"Kalamazoo-Portage, MI MSA",,,,,,,,310M100US28020,28020.0,"United States - In metropolitan statistical area - Kalamazoo-Portage, MI MSA",326589.0,146792.0,1670.19,501.06,1169.13,279.3,125.6
,,,"Kankakee-Bradley, IL MSA",,,,,,,,310M100US28100,28100.0,"United States - In metropolitan statistical area - Kankakee-Bradley, IL MSA",113449.0,45246.0,681.36,4.81,676.56,167.7,66.9
,,,"Kennewick-Pasco-Richland, WA MSA",,,,,,,,310M100US28420,28420.0,"United States - In metropolitan statistical area - Kennewick-Pasco-Richland, WA MSA",253340.0,93041.0,3025.41,82.86,2942.55,86.1,31.6
,,,"Killeen-Temple-Fort Hood, TX MSA",,,,,,,,310M100US28660,28660.0,"United States - In metropolitan statistical area - Killeen-Temple-Fort Hood, TX MSA",405300.0,159366.0,2858.53,42.6,2815.92,143.9,56.6
,,,"Kingsport-Bristol-Bristol, TN-VA MSA",,,,,,,,310M100US28700,28700.0,"United States - In metropolitan statistical area - Kingsport-Bristol-Bristol, TN-VA MSA",309544.0,146978.0,2047.09,37.23,2009.86,154.0,73.1
,,,"Kingston, NY MSA",,,,,,,,310M100US28740,28740.0,"United States - In metropolitan statistical area - Kingston, NY MSA",182493.0,83638.0,1160.76,36.53,1124.24,162.3,74.4
,,,"Lake Havasu City-Kingman, AZ MSA",,,,,,,,310M100US29420,29420.0,"United States - In metropolitan statistical area - Lake Havasu City-Kingman, AZ MSA",200186.0,110911.0,13460.65,149.56,13311.08,15.0,8.3
,,,"Las Vegas-Paradise, NV MSA",,,,,,,,310M100US29820,29820.0,"United States - In metropolitan statistical area - Las Vegas-Paradise, NV MSA",1951269.0,840343.0,8060.81,169.38,7891.43,247.3,106.5
,,,"Lebanon, PA MSA",,,,,,,,310M100US30140,30140.0,"United States - In metropolitan statistical area - Lebanon, PA MSA",133568.0,55592.0,362.5,0.67,361.83,369.1,153.6
,,,"Lewiston, ID-WA MSA",,,,,,,,310M100US30300,30300.0,"United States - In metropolitan statistical area - Lewiston, ID-WA MSA",60888.0,27310.0,1496.93,12.62,1484.3,41.0,18.4
,,,"Lexington-Fayette, KY MSA",,,,,,,,310M100US30460,30460.0,"United States - In metropolitan statistical area - Lexington-Fayette, KY MSA",472099.0,209138.0,1484.27,15.77,1468.5,321.5,142.4
,,,"Little Rock-North Little Rock-Conway, AR MSA",,,,,,,,310M100US30780,30780.0,"United States - In metropolitan statistical area - Little Rock-North Little Rock-Conway, AR MSA",699757.0,306882.0,4198.53,113.34,4085.19,171.3,75.1
,,,"Logan, UT-ID MSA",,,,,,,,310M100US30860,30860.0,"United States - In metropolitan statistical area - Logan, UT-ID MSA",125442.0,41552.0,1841.37,12.91,1828.46,68.6,22.7
,,,"Longview, TX MSA",,,,,,,,310M100US30980,30980.0,"United States - In metropolitan statistical area - Longview, TX MSA",214369.0,87318.0,1806.77,26.49,1780.28,120.4,49.0
,,,"Longview, WA MSA",,,,,,,,310M100US31020,31020.0,"United States - In metropolitan statistical area - Longview, WA MSA",102410.0,43450.0,1166.21,26.09,1140.13,89.8,38.1
,,,"Los Angeles-Long Beach-Santa Ana, CA MSA",,,,,,,,310M100US31100,31100.0,"United States - In metropolitan statistical area - Los Angeles-Long Beach-Santa Ana, CA MSA",12828837.0,4493983.0,5699.01,850.56,4848.45,2646.0,926.9
,,,"Louisville/Jefferson County, KY-IN MSA",,,,,,,,310M100US31140,31140.0,"United States - In metropolitan statistical area - Louisville/Jefferson County, KY-IN MSA",1283566.0,559837.0,4196.16,85.3,4110.86,312.2,136.2
,,,"Madera-Chowchilla, CA MSA",,,,,,,,310M100US31460,31460.0,"United States - In metropolitan statistical area - Madera-Chowchilla, CA MSA",150865.0,49140.0,2153.27,16.2,2137.07,70.6,23.0
,,,"Manchester-Nashua, NH MSA",,,,,,,,310M100US31700,31700.0,"United States - In metropolitan statistical area - Manchester-Nashua, NH MSA",400721.0,166053.0,892.21,16.08,876.14,457.4,189.5
,,,"Manhattan, KS MSA",,,,,,,,310M100US31740,31740.0,"United States - In metropolitan statistical area - Manhattan, KS MSA",127081.0,51355.0,1888.35,52.94,1835.41,69.2,28.0
,,,"Mankato-North Mankato, MN MSA",,,,,,,,310M100US31860,31860.0,"United States - In metropolitan statistical area - Mankato-North Mankato, MN MSA",96740.0,39075.0,1232.33,36.0,1196.34,80.9,32.7
,,,"Medford, OR MSA",,,,,,,,310M100US32780,32780.0,"United States - In metropolitan statistical area - Medford, OR MSA",203206.0,90937.0,2801.65,18.1,2783.55,73.0,32.7
,,,"Memphis, TN-MS-AR MSA",,,,,,,,310M100US32820,32820.0,"United States - In metropolitan statistical area - Memphis, TN-MS-AR MSA",1316100.0,550896.0,4699.42,121.57,4577.85,287.5,120.3
,,,"Miami-Fort Lauderdale-Pompano Beach, FL MSA",,,,,,,,310M100US33100,33100.0,"United States - In metropolitan statistical area - Miami-Fort Lauderdale-Pompano Beach, FL MSA",5564635.0,2464417.0,6137.05,1059.79,5077.26,1096.0,485.4
,,,"Michigan City-La Porte, IN MSA",,,,,,,,310M100US33140,33140.0,"United States - In metropolitan statistical area - Michigan City-La Porte, IN MSA",111467.0,48448.0,613.26,14.96,598.3,186.3,81.0
,,,"Midland, TX MSA",,,,,,,,310M100US33260,33260.0,"United States - In metropolitan statistical area - Midland, TX MSA",136872.0,54351.0,902.05,1.75,900.3,152.0,60.4
,,,"Milwaukee-Waukesha-West Allis, WI MSA",,,,,,,,310M100US33340,33340.0,"United States - In metropolitan statistical area - Milwaukee-Waukesha-West Allis, WI MSA",1555908.0,669879.0,3322.06,1867.3,1454.76,1069.5,460.5
,,,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",,,,,,,,310M100US33460,33460.0,"United States - In metropolitan statistical area - Minneapolis-St. Paul-Bloomington, MN-WI MSA",3279833.0,1354973.0,6363.78,336.61,6027.17,544.2,224.8
,,,"Monroe, MI MSA",,,,,,,,310M100US33780,33780.0,"United States - In metropolitan statistical area - Monroe, MI MSA",152021.0,62971.0,680.02,130.62,549.39,276.7,114.6
,,,"Morgantown, WV MSA",,,,,,,,310M100US34060,34060.0,"United States - In metropolitan statistical area - Morgantown, WV MSA",129709.0,58335.0,1017.27,8.4,1008.87,128.6,57.8
,,,"Morristown, TN MSA",,,,,,,,310M100US34100,34100.0,"United States - In metropolitan statistical area - Morristown, TN MSA",136608.0,61356.0,792.57,76.71,715.86,190.8,85.7
,,,"Mount Vernon-Anacortes, WA MSA",,,,,,,,310M100US34580,34580.0,"United States - In metropolitan statistical area - Mount Vernon-Anacortes, WA MSA",116901.0,51473.0,1920.13,188.93,1731.2,67.5,29.7
,,,"Muskegon-Norton Shores, MI MSA",,,,,,,,310M100US34740,34740.0,"United States - In metropolitan statistical area - Muskegon-Norton Shores, MI MSA",172188.0,73561.0,1460.02,960.78,499.25,344.9,147.3
,,,"Myrtle Beach-North Myrtle Beach-Conway, SC MSA",,,,,,,,310M100US34820,34820.0,"United States - In metropolitan statistical area - Myrtle Beach-North Myrtle Beach-Conway, SC MSA",269291.0,185992.0,1255.0,121.11,1133.9,237.5,164.0
,,,"Napa, CA MSA",,,,,,,,310M100US34900,34900.0,"United States - In metropolitan statistical area - Napa, CA MSA",136484.0,54759.0,788.58,40.22,748.36,182.4,73.2
,,,"Naples-Marco Island, FL MSA",,,,,,,,310M100US34940,34940.0,"United States - In metropolitan statistical area - Naples-Marco Island, FL MSA",321520.0,197298.0,2305.02,306.69,1998.32,160.9,98.7
,,,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",,,,,,,,310M100US34980,34980.0,"United States - In metropolitan statistical area - Nashville-Davidson-Murfreesboro-Franklin, TN MSA",1589934.0,667655.0,5762.59,73.94,5688.65,279.5,117.4
,,,"New Haven-Milford, CT MSA",,,,,,,,310M100US35300,35300.0,"United States - In metropolitan statistical area - New Haven-Milford, CT MSA",862477.0,362004.0,862.06,257.55,604.51,1426.7,598.8
,,,"New Orleans-Metairie-Kenner, LA MSA",,,,,,,,310M100US35380,35380.0,"United States - In metropolitan statistical area - New Orleans-Metairie-Kenner, LA MSA",1167764.0,538239.0,7623.36,4663.17,2960.19,394.5,181.8
,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",,,,,,,,310M100US35620,35620.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",18897109.0,7527752.0,9211.62,2524.72,6686.9,2826.0,1125.7
,,,"Niles-Benton Harbor, MI MSA",,,,,,,,310M100US35660,35660.0,"United States - In metropolitan statistical area - Niles-Benton Harbor, MI MSA",156813.0,76922.0,1581.47,1013.72,567.75,276.2,135.5
,,,"North Port-Bradenton-Sarasota, FL MSA",,,,,,,,310M100US35840,35840.0,"United States - In metropolitan statistical area - North Port-Bradenton-Sarasota, FL MSA",702281.0,401103.0,1618.02,319.22,1298.8,540.7,308.8
,,,"Norwich-New London, CT MSA",,,,,,,,310M100US35980,35980.0,"United States - In metropolitan statistical area - Norwich-New London, CT MSA",274055.0,120994.0,771.7,106.82,664.88,412.2,182.0
,,,"Ocean City, NJ MSA",,,,,,,,310M100US36140,36140.0,"United States - In metropolitan statistical area - Ocean City, NJ MSA",97265.0,98309.0,620.42,368.99,251.42,386.9,391.0
,,,"Odessa, TX MSA",,,,,,,,310M100US36220,36220.0,"United States - In metropolitan statistical area - Odessa, TX MSA",137130.0,53027.0,901.78,4.09,897.69,152.8,59.1
,,,"Ogden-Clearfield, UT MSA",,,,,,,,310M100US36260,36260.0,"United States - In metropolitan statistical area - Ogden-Clearfield, UT MSA",547184.0,186763.0,1904.25,420.2,1484.06,368.7,125.8
,,,"Omaha-Council Bluffs, NE-IA MSA",,,,,,,,310M100US36540,36540.0,"United States - In metropolitan statistical area - Omaha-Council Bluffs, NE-IA MSA",865350.0,362327.0,4407.2,57.55,4349.65,198.9,83.3
,,,"Orlando-Kissimmee-Sanford, FL MSA",,,,,,,,310M100US36740,36740.0,"United States - In metropolitan statistical area - Orlando-Kissimmee-Sanford, FL MSA",2134411.0,942312.0,4011.42,532.94,3478.48,613.6,270.9
,,,"Oshkosh-Neenah, WI MSA",,,,,,,,310M100US36780,36780.0,"United States - In metropolitan statistical area - Oshkosh-Neenah, WI MSA",166994.0,73329.0,578.57,144.08,434.49,384.3,168.8
,,,"Oxnard-Thousand Oaks-Ventura, CA MSA",,,,,,,,310M100US37100,37100.0,"United States - In metropolitan statistical area - Oxnard-Thousand Oaks-Ventura, CA MSA",823318.0,281695.0,2208.38,365.25,1843.13,446.7,152.8
,,,"Palm Bay-Melbourne-Titusville, FL MSA",,,,,,,,310M100US37340,37340.0,"United States - In metropolitan statistical area - Palm Bay-Melbourne-Titusville, FL MSA",543376.0,269864.0,1557.0,541.33,1015.66,535.0,265.7
,,,"Palm Coast, FL MSA",,,,,,,,310M100US37380,37380.0,"United States - In metropolitan statistical area - Palm Coast, FL MSA",95696.0,48595.0,570.82,85.36,485.46,197.1,100.1
,,,"Panama City-Lynn Haven-Panama City Beach, FL MSA",,,,,,,,310M100US37460,37460.0,"United States - In metropolitan statistical area - Panama City-Lynn Haven-Panama City Beach, FL MSA",168852.0,99650.0,1033.15,274.69,758.46,222.6,131.4
,,,"Parkersburg-Marietta-Vienna, WV-OH MSA",,,,,,,,310M100US37620,37620.0,"United States - In metropolitan statistical area - Parkersburg-Marietta-Vienna, WV-OH MSA",162056.0,75203.0,1386.08,25.23,1360.84,119.1,55.3
,,,"Pascagoula, MS MSA",,,,,,,,310M100US37700,37700.0,"United States - In metropolitan statistical area - Pascagoula, MS MSA",162246.0,69397.0,1527.05,325.59,1201.46,135.0,57.8
,,,"Pensacola-Ferry Pass-Brent, FL MSA",,,,,,,,310M100US37860,37860.0,"United States - In metropolitan statistical area - Pensacola-Ferry Pass-Brent, FL MSA",448991.0,201463.0,2048.48,380.42,1668.07,269.2,120.8
,,,"Peoria, IL MSA",,,,,,,,310M100US37900,37900.0,"United States - In metropolitan statistical area - Peoria, IL MSA",379186.0,164283.0,2518.04,47.19,2470.85,153.5,66.5
,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",,,,,,,,310M100US37980,37980.0,"United States - In metropolitan statistical area - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",5965343.0,2433611.0,4870.09,267.99,4602.1,1296.2,528.8
,,,"Phoenix-Mesa-Glendale, AZ MSA",,,,,,,,310M100US38060,38060.0,"United States - In metropolitan statistical area - Phoenix-Mesa-Glendale, AZ MSA",4192887.0,1798501.0,14598.62,32.87,14565.75,287.9,123.5
,,,"Portland-South Portland-Biddeford, ME MSA",,,,,,,,310M100US38860,38860.0,"United States - In metropolitan statistical area - Portland-South Portland-Biddeford, ME MSA",514098.0,262718.0,2857.22,777.57,2079.65,247.2,126.3
,,,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,,,,,,310M100US38900,38900.0,"United States - In metropolitan statistical area - Portland-Vancouver-Hillsboro, OR-WA MSA",2226009.0,925076.0,6821.35,137.6,6683.75,333.0,138.4
,,,"Port St. Lucie, FL MSA",,,,,,,,310M100US38940,38940.0,"United States - In metropolitan statistical area - Port St. Lucie, FL MSA",424107.0,215160.0,1440.94,325.55,1115.39,380.2,192.9
,,,"Poughkeepsie-Newburgh-Middletown, NY MSA",,,,,,,,310M100US39100,39100.0,"United States - In metropolitan statistical area - Poughkeepsie-Newburgh-Middletown, NY MSA",670301.0,255663.0,1663.99,56.68,1607.32,417.0,159.1
,,,"Prescott, AZ MSA",,,,,,,,310M100US39140,39140.0,"United States - In metropolitan statistical area - Prescott, AZ MSA",211033.0,110432.0,8127.94,4.44,8123.5,26.0,13.6
,,,"Providence-New Bedford-Fall River, RI-MA MSA",,,,,,,,310M100US39300,39300.0,"United States - In metropolitan statistical area - Providence-New Bedford-Fall River, RI-MA MSA",1600852.0,693923.0,2236.11,649.2,1586.91,1008.8,437.3
,,,"Raleigh-Cary, NC MSA",,,,,,,,310M100US39580,39580.0,"United States - In metropolitan statistical area - Raleigh-Cary, NC MSA",1130490.0,466095.0,2147.32,29.12,2118.2,533.7,220.0
